Unnamed: 0,name,source,RT_Amide6min,IsomericSMILES,RT,Predicted_RT,是否可定制
461,462,biotree,173.4,C1CO[C@H]([C@H]2C1[C@@H]([C@H]3[C@@]2(O3)CO)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,2.89,2.6169586,是
462,463,biotree,124.2,C1=CC2=C(C=C1O)C(=O)C3=C(O2)C=C(C(=C3O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,2.07,2.3387616,是
463,464,biotree,208.8,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,3.48,2.5341187,是
464,465,biotree,177.6,C[C@@]12CC[C@@H]3[C@@]([C@H]1CC=C4[C@]2(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)(C[C@H]([C@H]([C@]3(C)C=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O[C@H]8[C@@H]([C@H]([C@@H](CO8)O)O)O)O)O)C,2.96,3.013046,是
465,466,biotree,195.0,C(CO)N,3.25,2.0354235,是
466,467,biotree,122.4,CC1=C2C=CC3=C(C2=C[N+]4=C1C5=CC6=C(C=C5CC4)OCO6)OCO3,2.04,2.1823778,是
467,468,biotree,144.6,C[N+]1(CC[C@@]23CC(=O)C(=C[C@H]2[C@@H]1CC4=C3C(=C(C=C4)OC)O)OC)[O-],2.41,2.1422074,是
468,469,biotree,174.6,C=C[C@@H]1[C@@H]2CC(OC(=O)C2=CO[C@H]1O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,2.91,1.9443047,是
469,470,biotree,172.8,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O)O)O[C@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)C)O)O)O)C)C)C)OC1,2.8800000000000003,2.8550186,是
470,471,biotree,239.4,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](CO[C@H]2OC(=O)[C@]34CCC(C[C@H]3C5=CC[C@H]6[C@]([C@@]5(C[C@H]4O)C)(CC[C@@H]7[C@@]6(C[C@@H]([C@@H](C7(CO)CO)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O)O)O)O)O)O)C)C)(C)C)O)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O[C@H]1[C@@H]([C@](CO1)(CO)O)O)O,3.99,4.057169,是
471,472,biotree,207.6,C1=CC(=CC=C1CSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)O,3.46,3.5474863,是
472,473,biotree,124.2,CC1=C(C(=O)OC2=C1C=CC(=C2)N)CC(=O)O,2.07,1.6910257,是
473,474,biotree,124.8,COC1=CC2=C(C=CN=C2C=C1)C(=O)CC[C@@H]3CCNC[C@@H]3C=C,2.08,1.8560474,是
474,475,biotree,276.0,CC(C)[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)O)N,4.6,4.1081743,是
475,476,biotree,150.0,CC1=CC2=C(C=C1N(C)C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O,2.5,2.0833557,是
476,477,biotree,241.8,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O[C@@H]4CO[C@H]([C@@H]([C@@H]4O)O)O[C@@H]5[C@H]([C@@H](O[C@H]([C@@H]5O)O[C@@H]6[C@H]([C@H](CO[C@H]6O[C@H]7CC[C@]8([C@H](C7(C)C)CC[C@@]9([C@@H]8CC=C1[C@]9(CC[C@@]2([C@H]1CC(CC2)(C)C)C(=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)O)O)O)O)O)C)C)C)O)O)C)O)CO)O)O)O)O)O)O,4.03,3.8301842,是
477,478,biotree,145.8,C1=C(C=C(C=C1N)O)C(=O)O,2.43,2.0191128,是
478,479,biotree,148.2,C1CCC2=NCCCN2CC1,2.47,1.8087664,是
479,480,biotree,123.0,C[C@H]1C[C@@H]2[C@H]([C@H]([C@]3(O2)CC[C@H]4[C@@H]5CC=C6C[C@H](CC[C@@]6([C@H]5C(=O)C4=C3C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C)NC1,2.05,1.9918334,是
480,481,biotree,200.4,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@H]3CC[C@@]4([C@H]5CC[C@]6([C@H]([C@@H]5CC=C4C3)C[C@H]7[C@@H]6C(=C(O7)CC[C@@H](C)CO[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C)C)C)CO)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O)O)O,3.3400000000000003,2.9525657,是
481,482,biotree,195.6,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O[C@H]3[C@H](C([C@@H](C(O3)C(=O)O)O)O)O,3.26,3.179851,是
482,483,biotree,187.8,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(C[C@@H]([C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)O)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C,3.1300000000000003,2.784223,是
483,484,biotree,172.8,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)COC(=O)C)O)O)O)C)C)O)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO[C@H]8[C@@H]([C@H]([C@@H](O8)CO)O)O)O)O)O)C,2.8800000000000003,2.6647785,是
484,485,biotree,154.2,C[C@H]1[C@H]2[C@H]([C@@H]([C@@H]3[C@@]2(CC[C@H]4[C@H]3CC[C@H]5[C@@]4(CC[C@@H](C5)O[C@H]6[C@@H]([C@H]([C@H]([C@H](O6)CO)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C)C)O)OC1(CCC(C)C)OC,2.57,2.145953,是
485,486,biotree,152.4,COC1=C(C=C2C(=C1)C=CC(=O)O2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@H]([C@@H](CO4)O)O)O)O)O)O,2.54,2.2176838,是
486,487,biotree,222.0,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)OC(=O)[C@@]45CC[C@@]6(C(=CC[C@H]7[C@]6(CC[C@@H]8[C@@]7(CC[C@@H]([C@@]8(C)CO)O[C@H]9[C@@H]([C@H]([C@H](CO9)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)C)C)[C@@H]4CC(CC5)(C)C)C)O)O)O)CO)O)O)O,3.7,3.4451244,是
487,488,biotree,290.4,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,4.84,4.2207637,是
488,489,biotree,280.8,C1C[C@H](N(C1)C(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)N)C(=O)NCC(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N[C@@H](CO)C(=O)N4CCC[C@H]4C(=O)N[C@@H](CC5=CC=CC=C5)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O,4.680000000000001,3.8708694,是
489,490,biotree,175.8,C[C@@H](C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)O)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(C=C1)O)N,2.93,2.8308978,是
490,491,biotree,210.6,C[C@H]([C@@H](C(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CCCN=C(N)N)N)O,3.51,3.3470845,是
491,492,biotree,147.0,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O)O,2.45,2.353825,是
492,493,biotree,174.0,C[C@H](CC[C@H](C(C)(C)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)[C@H]4CC[C@@]5([C@@]4(C[C@H]([C@@]6([C@H]5CC=C7[C@H]6CC[C@@H](C7(C)C)O)C)O)C)C,2.9,2.825829,是
493,494,biotree,131.4,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)O,2.19,2.0526416,是
494,495,biotree,128.4,C1C[C@@H]2CN(C(=O)C3=CC=CC(=C23)C1)[C@@H]4CN5CCC4CC5,2.14,2.1237574,是
495,496,biotree,242.4,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,4.04,3.9042313,是
496,497,biotree,145.8,COC1=C(C=C2C(=C1)C(=O)C3=C(O2)C=C(C(=C3O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,2.43,2.3651423,是
497,498,biotree,120.6,C[N+]1(CCC2=CC(=C(C3=C2[C@@H]1CC4=C3C(=C(C=C4)OC)O)O)OC)C,2.01,2.3450603,是
498,499,biotree,126.0,C1=CC(=CC=C1O)OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I,2.1,2.0801854,是
499,500,biotree,175.2,C/[N+](=N/CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O)O)O)O)/[O-],2.92,3.2672696,是
500,501,biotree,211.2,CNC(=O)CNC(=O)CN,3.52,2.6557398,是
501,502,biotree,220.8,C[N+](C)(C)CCCC(=O)O,3.68,3.4896338,是
502,503,biotree,130.8,COC1=CC2=C(C=C1)NC=C2CCN,2.18,1.8457847,是
503,504,biotree,172.8,COC1=CC(=C2C(=C1)OC(=C(C2=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O[C@H]4[C@@H]([C@](CO4)(CO)O)O)C5=CC=C(C=C5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O,2.8800000000000003,2.9972467,是
504,505,biotree,181.2,CC(C)C[C@@](CC(=O)OCC1=CC=C(C=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)(C(=O)OCC3=CC=C(C=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O,3.02,2.792728,是
505,506,biotree,176.4,C[C@]12CC[C@@H]([C@]([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(C[C@H]5O)(C)C)C)C)C)(C)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O,2.94,3.1135802,是
506,507,biotree,152.4,C[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)NCC(=O)N)NC(=O)CN,2.54,2.4578123,是
507,508,biotree,276.6,C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)NC)O)NC)O)O,4.61,3.933752,是
508,509,biotree,170.4,C[N+]1(CCC[C@H]1C(=O)O)C,2.8400000000000003,3.3442826,是
509,510,biotree,292.2,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O)CO)CO)CO)CO)CO)CO)O)O)O)O,4.87,5.190261,否
510,511,biotree,161.4,C[C@H]1CC[C@H]2[C@@H]([C@@H]3CC[C@@H]4[C@H]([C@@H]3CN2C1)C[C@H]5[C@H]4CC(=O)[C@@H]6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C)C,2.69,2.0100935,是
511,512,biotree,157.2,C[C@H](C(=O)N[C@H](CC1=CC2=CC=CC=C2C=C1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)N[C@H](CC5=CC=CC=C5)C(=O)N[C@@H](CCCCN)C(=O)N)N,2.62,2.248362,是
512,513,biotree,199.2,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](CO[C@H]2O[C@H]3CC[C@@]4([C@H]5CC=C6[C@H]7CC(CC[C@@]7(CC[C@]6([C@@]5(CCC4C3(C)CO)C)C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O)O)(C)C)C)O)O[C@@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O)O)O,3.32,3.1443262,是
513,514,biotree,211.8,C[C@@]1(C[C@H]([C@H]2[C@@H]1[C@@H](OC=C2C(=O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,3.53,3.630859,是
514,515,biotree,148.2,CC1=CC(=O)C2=C(O1)C3=C(C=C(C=C3C=C2O)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O,2.47,2.4968867,是
515,516,biotree,200.4,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)OC(=O)[C@]45CC[C@H]([C@@H]4[C@H]6C[C@H]([C@H]7[C@]([C@@]6(CC5)C)(CC[C@@H]8[C@@]7([C@H](OC8(C)C)CC(=O)O)C)C)O)C(=C)C)O)O)O)CO)O)O)O,3.3400000000000003,3.0431385,是
516,517,biotree,288.6,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(C=C3C4=C2OC(=O)C5=CC(=C(C(=C54)OC3=O)O)O)O)O)O)O,4.8100000000000005,2.3573062,是
517,518,biotree,251.4,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O)O,4.19,3.913582,是
518,519,biotree,202.8,C1=CC(=CC=C1C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N,3.3800000000000003,2.760493,是
519,520,biotree,175.2,C1[C@@H]([C@@H]([C@H]([C@@H](O1)C2=C(C(=C3C(=C2O)C(=O)C=C(O3)C4=CC=CC=C4)[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O)O,2.92,2.586329,是
520,521,biotree,150.0,CNCCC1=CC=C(C=C1)O,2.5,2.247893,是
521,522,biotree,182.4,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O[C@H]6[C@@H]([C@H]([C@@H](CO6)O)O)O)O)O)O)O)O,3.04,2.9943905,是
522,523,biotree,147.6,C1=CC=C(C=C1)COC(=O)C[C@@H](C(=O)O)N,2.46,2.0651894,是
523,524,biotree,242.4,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC[C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O)O)O)O,4.04,3.5320745,是
524,525,biotree,164.4,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=CC=C2)N,2.74,2.4132767,是
525,526,biotree,208.2,C(C(=O)O)N=C(N)N,3.47,3.178138,是
526,527,biotree,284.4,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,4.739999999999999,4.1804247,是
527,528,biotree,181.2,C1=CO[C@H]([C@H]2[C@@]1([C@@H](C=C2CO)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,3.02,2.8222666,是
528,529,biotree,294.6,C[C@H]([C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC4=CNC=N4)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)C)O,4.91,3.8678632,是
530,531,biotree,153.0,CN1C[C@@]2(CC[C@@H](C34[C@@H]2[C@H](C(C31)[C@]5([C@H]([C@@H]([C@@]6(C[C@@H]4C5[C@@H]6O)O)OC)O)O)OC)OC)COC,2.55,2.1371748,是
531,532,biotree,155.4,CC1C(=O)OC2CC[N+]3(C2C(=CC3)COC(=O)C(C1(C)O)(C)O)[O-],2.5900000000000003,2.378038,是
532,533,biotree,300.0,C(CC(C(=O)O)N)C(CN)O,5.0,4.055393,是
533,534,biotree,275.4,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)O,4.59,4.149624,是
534,535,biotree,297.0,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)NC(=NC2=O)N,4.95,4.3428416,是
535,536,biotree,286.8,C[S+](C)CCC(C(=O)O)N,4.78,4.300578,是
541,542,biotree,211.8,CC(C)C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1=CN=CN1)C(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]3CCCN3,3.53,3.213006,是
542,543,biotree,154.8,C/C(=C\CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)/CC[C@@H]2C(=C)CC[C@H]3[C@]2(CC[C@H]([C@]3(C)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)C,2.58,2.5403106,是
543,544,biotree,198.6,C[C@]12CCC[C@](C1[C@H]([C@H](C34C2CCC(C3)C(C4)(CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)(C)C(=O)O,3.31,3.1865826,是
544,545,biotree,193.8,C[C@H](C1=CC2(C=C[C@H]3[C@@H]2[C@@H](OC=C3C(=O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O)OC1=O)OC(=O)/C=C/C6=CC=C(C=C6)O,3.23,3.0609546,是
545,546,biotree,194.4,CC(C(C(C)O)(C(=O)OCC1=C(C=CC(=C1)O)NC(=O)CCC(C(=O)O)N)O)O,3.24,3.3721676,是
546,547,biotree,152.4,CC12CCC(CC1=CCC3C2CCC\4(C3(CC/C4=C\5/CC(=O)OC5)O)C)OC6C(C(C(C(O6)CO)O)OC7C(C(C(C(O7)CO)O)O)O)O,2.54,2.393246,是
547,548,biotree,141.6,C/C(=C/COC(=O)CC(=O)O)/CCC1C(=C)C(CC2C1(CCC(C2(C)C)O)C)OC3C(C(C(C(O3)CO)O)O)O,2.36,2.416987,是
548,549,biotree,129.0,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)O)OC)O)CO)O)O)O)O)O,2.15,2.4276886,是
549,550,biotree,143.4,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O,2.39,2.6258109,是
550,551,biotree,166.8,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)OC5C(C(C(C(O5)CO)O)O)O)O,2.78,2.7692676,是
551,552,biotree,148.2,CC(CCCCC(C(CO)C(=O)O)O)C/C(=C/C(=C/C(=O)O)/C)/C,2.47,2.8320827,是
552,553,biotree,183.6,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](O[C@H]([C@@H]2O[C@H]3[C@@H]([C@H]([C@@H](CO3)O)O)O)O[C@H]4CC[C@]5(C(C4(C)C)CC[C@@]6(C5CC=C7[C@]6(CC[C@@]8(C7CC(CC8)(C)C)C(=O)O)C)C)C)C(=O)O)O)O)O)O,3.06,3.0706139,是
553,554,biotree,198.6,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@H]4CC[C@]5(C([C@@]4(C)CO)CC[C@@]6(C5CC=C7[C@]6(CC[C@@]8([C@H]7CC(C[C@H]8O)(C)C)C)C)C)C)C(=O)O)O)O)C(=O)O)O)O)O)O)O,3.31,3.3222606,是
554,555,biotree,183.6,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(C(OC(C3OC4C(C(C(C(O4)CO)O)O)O)OC5CCC6(C(C5(C)C)CCC7(C6CCC89C7(CC(C1(C8CC(CC1)(C)C(=O)O)CO9)O)C)C)C)C(=O)O)O)CO)O)O)O)O)O,3.06,3.663742,是
555,556,biotree,147.6,C[C@]12CC[C@@H](C(C1CC[C@@]3(C2CC=C4[C@]3(CC[C@@]5(C4CC(CC5)(C)C)C(=O)O)C)C)(C)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O,2.46,2.7055657,是
556,557,biotree,186.6,C/C=C(\C)/CC(/C=C(\C)/C(C(C)/C=C(\C)/C(C(C)/C=C/C(C/C=C/C(C(C(=O)O)O)O)O)O)O)C(=O)O,3.11,2.982892,是
557,558,biotree,168.6,CC1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(CO3)O)O)O)OC4CCC5(C(C4(C)C)CCC6(C5C=CC7=C8CC(CC(C8(CCC76C)C)O)(C)C)C)C)C(=O)O)O)O)O)O,2.81,2.6214404,是
558,559,biotree,151.8,C[C@]12CC[C@@H](CC1=CC[C@@H]3[C@@H]2CC[C@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O,2.53,2.3701415,是
559,560,biotree,139.8,CC(CCC/C=C/C1CC(CC1C(/C=C/C(=O)O)O)O)O,2.33,2.287486,是
560,561,biotree,177.0,COC1=C(C=CC(=C1)C[C@@H]2CO[C@H]([C@@H]2CO)C3=CC(=C(C=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OC)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O,2.95,2.5296268,是
561,562,biotree,154.8,CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC45C3CCC6(C4(OC7(C6CC5)CC(=O)OC7)O)C)C)O)OC)OC8C(C(C(C(O8)CO)OC9C(C(C(C(O9)CO)O)O)O)O)O,2.58,2.5138655,是
562,563,biotree,136.2,CCC(CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@@H]2[C@@H]([C@](CO2)(CO)O)O)O)O)O)C(C)(C)O,2.27,2.1811652,是
